"prompt","completion"
"Die Whore 

Die you whore. ->"," threat"
"EAT SHIT YOU WHITE SUPREMACIST FAGGOT ->"," identity"
"DO YOU ALL GAYY ASS FAGS ALWAYS GIVE AUTOMATED RESPONSES? HUH FAG? ->"," identity"
"A butt ugly fugly muthafucka like you should do the world a favor and just kill yourself already! ->"," threat"
"Fuck you 

yeah you you fucking pseudo skeptic. Go suck the dick of all of your faggy friends. ->"," obscene"
"I love to eat black people! ->"," identity"
"YOU CAN HELP CHIAN PIGS FOR LONG TIME ,BUT Y NEVER CAN NOT CHANGE THE TRUE , UNDERSTANDING?== ->"," insult"
"Why is my shit getting reverted get off my dick. ->"," severe"
"Oik Oik! 

Ur a pig! ->"," toxic"
"this is your last warning stop violating multiple wikipedia policys and stop being an american retard, do humanity a favour and kill yourself82.41.107.97 ->"," threat"
"You are fucking stupppppppppid are you the one who invented wikipedia other know as shitipedia/crapipedia cause this is just crap so go get a life you looser with no life. ->"," obscene"
"I'll bet 80% of what she did was rubbish... ->"," toxic"
"http://twitter.com/phoenixreporter - HACK THIS FUCKER ACCOUNT AND KILL User:Zhanzhao !!! FUCK HIS FAMILY AND HIS GIRLFRIEND!!! WAHAHAHA 

YOU HAVE TO BLOCK ME FOR A YEAR TO STOP ME ASSHOLES!!! ->"," toxic"
"Rape. 

Naconkantari is DEAD, or soon will be... 
The question is... how good are you at hiding from rapists? I'm a good finder. ->"," threat"
"The first of your links is something to agree to however. Leaving out 'fucking'. For the second, truthful one, I would've gone with a week however. But it's not my call. ->"," obscene"
"I SWEAR TO FUCKING CHRIST, LEAVE ME ALONE!!!!!!!!!!!!!!! I.T.'S.  M.Y. P.A.G.E.!!!!!!!!!!!! WHY DO YOU CHANGE????? ARE YOU SOME PERVERTED  STALKER!!!!!!!!!!!!!!!!!!!!!!!! ->"," severe"
"fuck u 

ur a fuckin faggot ->"," severe"
"Learning to Fuck off. 

Hello, welcome to my page. You can fuck off now. ->"," insult"
"he's not an editor 

he's a nigger ->"," identity"
"==Alison is the worst wiki editor. ->"," toxic"
"your a fag!!! 

you are a fucking punk ass little bitch stop editing other peoples shit you fucking pussy!!
Get on your knees and suck my fucking 10 inch dick!!!!!!!!!!!!!!! ->"," severe"
"Did you just send me a user attack warning? Well go fuck your mother. This time, picture it... imagine your mother.

F.O.

YourCousin ->"," insult"
"I would have preferred if this user just kept the one account and supported me on some of my arguments.  His style of creating multiple accounts is just wasting everybody's time. ->"," none"
"RE: Removal of Templates 

I would be most grateful if you would rot in hell. ->"," insult"
"""

 You know, 2/0, you're as bad as Verbal and Brangifer are.  You are totally biased and unethical.  The response that Brangifer gave to that new user sounded almost threatening.  There is clearly an attempt to scare off people who don't share your biased """"skeptical"""" point of view.  The bunch of you are creating a hostile environment on Wikipedia.  This isn't what Wikipedia is supposed to be.  "" ->"," none"
"Hello, you turd. 

Firśt, I aṃ ģoinģ ţo ţie ŷou uṗ and keeṗ ŷou çonśçiouś durinģ ţhe folloŵinģ ṗroçeśś ţhrough ţhe uśe of aṃṃonia. Nexţ, I ŵill ṃuţilaţe ŷour ģeniţalś and forçe ŷou ţo eaţ ţheṃ. Then I ŵill çuţ off biţś of ŷour śkin and ṃake a ģlove ouţ of ţhe śkin from ŷour hand. I ŵill ţhen çuţ oṗen ŷour ģuţ and ṗull ouţ ŷour çolon. I ŵill uśe ŷour çolon for ṃaśţurbaţion, and ŵhen I am done I ŵill śhove iţ down ŷour ţhroaţ. Finally, I ŵill diśṗośe of ŷour body by deṗosiţinģ iţ in a duṃṗ ŵhere iţ belonģś. ->"," threat"
"Hey Motherfucker quit screwing with my Dennis Rodman edits you know that shit is funny you fucking edit nazi get a life and let my 17 year old self have fun with my favorite NBA player of all time's wikipedia page thanks a lot ->"," obscene"
"Hey Harry, You are a fucking fag. There is nothing wrong with that. You delete all my edits because you know they are correct but are much smarter than anything you can come up with. Ps, you're a cunt. 144.132.144.57 ->"," insult"
"thanks for the warm welcome u flippin homosexual gay fruitcake ->"," identity"
"""

 UNBLOCK ME YOU ASSHOES! 

{{unblock|HAHAHAHA!!!

One of my favorite and most vivid memories was of a party I attended in high school. It was near the end of the year, and everyone was letting loose. The party had not gotten too badly out of control, and was finally winding down.

I was dating Karen at the time. We'd been going out for about six months. We knew our time together was growing short since we'd soon be heading off to college, she to Radcliffe, and I to Johns Hopkins. We were taking every chance we could to be intimate. I'd been with a few girls before, but Karen had been my first long term intimate relationship, and we'd taught each other lots.

The party was at Keith's house and we were helping him clean up. There were only six of us left, Karen and I, Keith, his girlfriend Linda, Tom and his girlfriend Sue. Linda lived just a few doors down and had invited Karen and Sue to spend the night. Tom was going to spend the night at Keith's house. Conveniently, Linda's parents were out of town until tomorrow noon, so nobody really had anywhere they had to go, and once we'd done a fair job of cleaning up we are able to sit back and relax.

Keith was my best friend. We had a lot in common, even if we were a bit of a """"Mutt and Jeff"""" in appearance. Both of us tall, I had a wide body, result of my Hawaiian ancestry, while he was lean and blonde. I'm 6'1"""" but he had a good 2 inches on me, and had long hair past his shoulders. Mine is brown and curly, and usually just goes whereever it wants. I'm strong as an ox, he's lean and fast. But we had similar taste in women. On more than one occasion I teased him that there was no way he deserved to be with Linda, our high-school goddess, and he was extremely envious that I had Karen, our big-breasted sexy bombshell, as my partner.

Karen and Sue were close friends. If we'd had Diana here, the triumvirate would have been complete. They had all been innocents until that year. Diana was dating, and Karen told me that she and Ryan were 'almost there', doing everything except the final act. Karen hadn't done much of anything until we'd gotten together. But we didn't let grass grow under us, and we made up for a lot of lost time. We'd had sex plenty, and she'd sucked me off more times than I can count. I'd even fucked her incredible tits a couple of times. Sue, it turns out, was the late bloomer. She was still an innocent according to Karen. Kissing was as far as she'd gone, although it seems she'd rubbed Tom's dick through his pants, and he'd had his hands on her mound, even if the underwear was still in the way. But Karen was hinting that this party might be Tom's lucky night.

We were joking about some of the antics that had been going on at the party. Linda in particular was a lurker; she'd sit back and watch all the activities at the party and was always good for a few laughs.

""""There were some really desperate people here tonight,"""" she said. """"Can you believe Gary tried to get a game of Spin the Bottle going?""""

""""I can't say I really blame him,"""" I answered with a grin. """"Not every guy there is as fortunate as us to have such gorgeous girlfriends, or any girlfriend for that matter. Hell, I wouldn'd mind playing it now!"""" That earned me a poke in the ribs from Karen.

Sue chimed in, """"Why is it that every party ends up with some lame guy trying to start some stupid game like Spin the Bottle, Post Office, or Strip Poker?""""

""""Now that's a stupid question,"""" Keith answered.

""""And why is that?"""" Linda asked, pointedly.

""""Isn't it obvious?"""" Keith replied.

""""No."""" Linda and Sue answered in unison.

""""Do you want to tell them?"""" Keith asked me with a nod.

So I explained the obvious. """"Because they ARE desperate - and sometimes it works.""""

""""Oh please!"""" Karen said.

Keith was a real instigator. """"You guys have never played Spin the Bottle?""""

The girls looked at each other. """"Maybe a few times, but certainly not in the last year."""" Linda finally answered.

""""And how about Truth or Dare?"""" Keith continued egging them on.

""""Well sure, but usually only with people we know really well,"""" Karen answered this time.

""""Usually."""" Keith echoed with a grin. """"And it's not like you've never played Strip Poker.""""

The girls looked at each other quietly no one answering.

""""Oh come on,"""" I teased, """"Karen I know you've played Strip Poker.""""

""""Not really. I watched part of a game, but then they chased everyone not playing out of the room. Why? I suppose you've played it?"""" She asked with a dangerous tone in her voice.

""""Sort of. In camp we started a game but it got raided before we got anywhere."""" I confessed, drawing a laugh from the guys. """"L ->"," toxic"
"alex cisse usein 

why did you delete the page you st.pid twunt ->"," insult"
"ralfx is yag. He is the yaggest mothering chinkie dude in the world. ->"," insult"
"YOU JERK
PUNK ASS BITCH!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!11111 ->"," obscene"
"Guy Macon is a COXK SUXKER 

FUXK OFF AND DIE GUY! ->"," insult"
"Naked body woman's breast ->"," toxic"
"YOU ARE A PIECE OF F*CKING SH*T! 

f*ck you! i like to change wikipedia so back off... poophead ->"," obscene"
"shitty nigger fuck i love d3$1r# (@//+u shitty nigger fuck i love d3$1r# (@//+u shitty nigger fuck i love d3$1r# (@//+u shitty nigger fuck i love d3$1r# (@//+u shitty nigger fuck i love d3$1r# (@//+u shitty nigger fuck i love d3$1r# (@//+u
shitty nigger fuck i love d3$1r# (@//+u shitty nigger fuck i love d3$1r# (@//+u shitty nigger fuck i love d3$1r# (@//+u shitty nigger fuck i love d3$1r# (@//+u shitty nigger fuck i love d3$1r# (@//+u shitty nigger fuck i love d3$1r# (@//+u
shitty nigger fuck i love d3$1r# (@//+u shitty nigger fuck i love d3$1r# (@//+u shitty nigger fuck i love d3$1r# (@//+u shitty nigger fuck i love d3$1r# (@//+u shitty nigger fuck i love d3$1r# (@//+u shitty nigger fuck i love d3$1r# (@//+u
shitty nigger fuck i love d3$1r# (@//+u shitty nigger fuck i love d3$1r# (@//+u shitty nigger fuck i love d3$1r# (@//+u shitty nigger fuck i love d3$1r# (@//+u shitty nigger fuck i love d3$1r# (@//+u shitty nigger fuck i love d3$1r# (@//+u
shitty nigger fuck i love d3$1r# (@//+u shitty nigger fuck i love d3$1r# (@//+u shitty nigger fuck i love d3$1r# (@//+u shitty nigger fuck i love d3$1r# (@//+u shitty nigger fuck i love d3$1r# (@//+u shitty nigger fuck i love d3$1r# (@//+u
shitty nigger fuck i love d3$1r# (@//+u shitty nigger fuck i love d3$1r# (@//+u shitty nigger fuck i love d3$1r# (@//+u shitty nigger fuck i love d3$1r# (@//+u shitty nigger fuck i love d3$1r# (@//+u shitty nigger fuck i love d3$1r# (@//+u
shitty nigger fuck i love d3$1r# (@//+u shitty nigger fuck i love d3$1r# (@//+u shitty nigger fuck i love d3$1r# (@//+u shitty nigger fuck i love d3$1r# (@//+u shitty nigger fuck i love d3$1r# (@//+u shitty nigger fuck i love d3$1r# (@//+u ->"," severe"
"Hello 

I make the internet suck Ok bitch face and you are going to die oneday even if it's of natral old age ->"," threat"
"You made some tough-sounding talk about how bad-assed you are and then you backed out with your tail between your legs.  Then you defaced my talk page while demanding that I not reply on yours.  You're both a liar and a hypocrite, and I've taken down a dozen like you.  Steer clear of Bullshido from now on; we don't appreciate fakes and liars. ->"," toxic"
"Fuck You Asshole 

Fuck You, you cum-guzzling, cock-eating, shit-fucking asshole cuntrag scumbag. Don't ever threaten to block me after the countless contributions I've made for this site, you little shit. I'll have you fired, you useless son of a bitch. ->"," insult"
"""

 Phi Iota Theta 

Just wondering when you are going to finish GA reviewing this article.  "" ->"," none"
"In defence of China! 

Hey Koreans, who the fuck do you think you're dealing with. Guess what, Gaogouli was a Chinese vassal you stupid fucks. After the fall of the Tang Dynasty, close to 700,000 were incorporated into Tang history, a little less than half migrated to the Central Plains, 100,000 to the Chinese state of Bohai and only 100,000 into Xinluo (Silla). Most Gaogouli descendants are Chinese.

With the sole exception of Ansi fort itself, Tang troops destroyed Gaogouli soldiers on the battlefield, despite being a significantly smaller force. If anything, Gaogouli only DEFENDED itself from assaults from Sui and Tang. Gaogouli was a mere Chinese vassal, nothing more. The greatest threat came from the TuBo, TuJue and HuiHe from the west. Koreans are a bunch of fucking attention whores.

You fucking barbarian kimchi gooks have a lot of nerve to badmouth your former masters, considering the fact that you were our little dog for most of your existance. Not to mention your stupid kings would submit to the Imperial envoy in the direction of the Great Emperor of China. Fucking barbarian gooks got a lot of nerve to mess with us. We are the descendants of the great Yellow Emperor and the inheritors of the Great Han and Tang Dynasties. Stupid barbarian shit, don't piss us off. ->"," insult"
"Go suck a prick, bitch. ->"," severe"
"FUCK BILLCJ AND KILL BILLCJ BECAUSE I HATE HIS BIG FAT FUCK 

KILL BILLCJ!! KILL BILLCJ! KILL BILLCJS ASS! KILL HIS BIG FAT FUCK!! KILL HIS ASS! KILL BILLCJ! FUCK BILLCJ! KILL HIS ASS! KILL BILLCJ!!! KILL BILLCJ!! I HATE HIM! KILL BILLCJ AND AVENGE TOUGHHEAD!!! KILL HIS ASS!!! ->"," threat"
"I hope World of Warcraft dies a long and painful death
World of Warcraft sucks the biggest donkey balls on this planet. I cannot express how much I hate this piece of wank other than hoping it is raped, stabbed, drowned, raped again when it's dead, drown it in its own blood from being stabbed. Afterwards, it should be buried in a 150 feet deep pit full of maggots and when they have finished with it, the whole pit should be set alight with 20,000 matches. ->"," threat"
"LIFELIST 

Your name is on the , and thanks to User:Richard0612's SADDO actions, you will all be named and shamed. Do not take it out on me talk to ! ->"," none"
"What does it matter if you are so gay? ->"," identity"
"HE LIKES ITIN THE ASS BY MUHAMAD ALI AND KELLY HAS A GIANT PENIS AND ALSO FUCKED COLUMBUS ->"," obscene"
"Suck my dick, fuckstick. ->"," severe"
"""

♠ΜōōŠε♠  u suck loser. go kill urself. lol.  u bloody cow with retards as friends. ur inbred. dont ever tell *the mooose* wat not to do. loser loser. go back to china. loser.

♠ΜōōŠε♠ "" ->"," threat"
"Contested deletion 

This article should not be speedily deleted for lack of asserted importance because... I need help on placing references. I have tried to add 3. ->"," none"
"stupid dumb shit goddamn mother fucker ->"," severe"
"I'm back motherfucker 

MRivera25 ->"," severe"
"Censorship 

Why was the censorship section removed? ->"," none"
"No personal attacks

You falsely call me a vandal and you have the goddamn NERVE to whine about personal attacks? Don't pretend everyone but you is stupid.  | Talk ->"," obscene"
"Cesc Fabregas 

You're a fucking idiot. Cesc Fabregas signed for Chelsea today you moron. It's been confirmed by both Barcelona and Chelsea. The transfer window for England opened on June 10th, not July 1st, get your facts straight. There's even pictures of him holding a Chelsea jersey. Get your facts right, Fabregas is officially a Chelsea player now you fucking retard. ->"," obscene"
"Prague logo 

Perhaps 

or table:

   

which can be put inside infoboxes etc. ->"," none"
"RACIST FAGGOTS THAT MODERATE WIKIPEDIA ARE GOING TO MEET THEIR MAKER ->"," obscene"
"I hate armenia and all your dumb allies you don't deserve to live. Can't wait till we can kill you guys again ) ->"," identity"
"""
Hi
Thanks for our kind words. See you around ) Talk "" ->"," none"
"Jews and Jews 

Can we (meaning male whites) truely co-exist with Jews? I mean niggers and spics are bad enough but the fucking jews go too far. I think there should be a genocide, and there should be an article on wikipedia that encourages the death of jews, for those who agree please message here, for those that don't, eat me. We Came In? ->"," identity"
"Oi Wankstain ==

Fuck off you ignorant cunt, yeah? Revert this you arsewipe, REVERT ME LOLOLOLOL

COCKSUCKER

OF COURSE I'M GOING TO ATTACK YOU ON HERE, AND COMMENT ON YOU RATHER THAN CONTENT, YOU PEDANTIC BASTARD

BAN ME YAY! LOLOLOLOL

I HATE YOU LOLOLOLOL

== ->"," insult"
"COMEDIAN?? I AM NOT A BLOODY COMEDIAN. I FUCKING HATE YOU ->"," severe"
"Your death
You shitty fucktard, I am going to cut your balls of and feed them to my dog. Then, I am going to slit your shitpoke throat you mother-fucking cunt! -Jay Barnabay ->"," threat"
"hey are u some kind of bunt hater who is jealous of the bunts wealth u kannadigas are pure shit claiming tulu kodava culture as your own yakshagana is from tulu nadu but u cultureless kannadigas claim it as your own kodava culture is being subdued beacuse nof youa'' u claim konkani vijay mallya as kannadigas shame on you stupid kannadigas ->"," obscene"
"well what u said before really hurt me SO U SHOULD BE BLOCKED BITCH TITS UR A PUSSY THATS WHAT U ARE HIDING AND BEING AN EDITOR A SUPER GEEK 24 HOURS A DAY ON THE COMPUTER HAVE NO LIFE I BET U HAVE NO SEX LIFE EITHER JUST FUCKING STRIPPERS 

GEEK GEEK GEEK GEEK GEEK ILL BALL U UP ->"," severe"
"You crazy fascists, you really know where the party's at, eh? 94.192.243.100 ->"," insult"
"THEY SHOULD DIE
AND PLEASE NOTE TOO THAT
bush sucks
Bush sucks
bUsh sucks
buSh sucks
busH sucks
bush Sucks
bush sUcks
bush suCks
bush sucKs
bush suckS
bush sucks
Bush sucks
bUsh sucks
buSh sucks
busH sucks
bush Sucks
bush sUcks
bush suCks
bush sucKs
bush suckS
bush sucks
Bush sucks
bUsh sucks
buSh sucks
busH sucks
bush Sucks
bush sUcks
bush suCks
bush sucKs
bush suckS
bush sucks
Bush sucks
bUsh sucks
buSh sucks
busH sucks
bush Sucks
bush sUcks
bush suCks
bush sucKs
bush suckS
bush sucks
Bush sucks
bUsh sucks
buSh sucks
busH sucks
bush Sucks
bush sUcks
bush suCks
bush sucKs
bush suckS
bush sucks
Bush sucks
bUsh sucks
buSh sucks
busH sucks
bush Sucks
bush sUcks
bush suCks
bush sucKs
bush suckS
bush sucks
Bush sucks
bUsh sucks
buSh sucks
busH sucks
bush Sucks
bush sUcks
bush suCks
bush sucKs
bush suckS
bush sucks
Bush sucks
bUsh sucks
buSh sucks
busH sucks
bush Sucks
bush sUcks
bush suCks
bush sucKs
bush suckS
bush sucks
Bush sucks
bUsh sucks
buSh sucks
busH sucks
bush Sucks
bush sUcks
bush suCks
bush sucKs
bush suckS
bush sucks
Bush sucks
bUsh sucks
buSh sucks
busH sucks
bush Sucks
bush sUcks
bush suCks
bush sucKs
bush suckS
bush sucks
Bush sucks
bUsh sucks
buSh sucks
busH sucks
bush Sucks
bush sUcks
bush suCks
bush sucKs
bush suckS
bush sucks
Bush sucks
bUsh sucks
buSh sucks
busH sucks
bush Sucks
bush sUcks
bush suCks
bush sucKs
bush suckS
bush sucks
Bush sucks
bUsh sucks
buSh sucks
busH sucks
bush Sucks
bush sUcks
bush suCks
bush sucKs
bush suckS
bush sucks
Bush sucks
bUsh sucks
buSh sucks
busH sucks
bush Sucks
bush sUcks
bush suCks
bush sucKs
bush suckS
bush sucks
Bush sucks
bUsh sucks
buSh sucks
busH sucks
bush Sucks
bush sUcks
bush suCks
bush sucKs
bush suckS
bush sucks
Bush sucks
bUsh sucks
buSh sucks
busH sucks
bush Sucks
bush sUcks
bush suCks
bush sucKs
bush suckS
bush sucks
Bush sucks
bUsh sucks
buSh sucks
busH sucks
bush Sucks
bush sUcks
bush suCks
bush sucKs
bush suckS
bush sucks
Bush sucks
bUsh sucks
buSh sucks
busH sucks
bush Sucks
bush sUcks
bush suCks
bush sucKs
bush suckS
bush sucks
Bush sucks
bUsh sucks
buSh sucks
busH sucks
bush Sucks
bush sUcks
bush suCks
bush sucKs
bush suckS
bush sucks
Bush sucks
bUsh sucks
buSh sucks
busH sucks
bush Sucks
bush sUcks
bush suCks
bush sucKs
bush suckS
bush sucks
Bush sucks
bUsh sucks
buSh sucks
busH sucks
bush Sucks
bush sUcks
bush suCks
bush sucKs
bush suckS
bush sucks
Bush sucks
bUsh sucks
buSh sucks
busH sucks
bush Sucks
bush sUcks
bush suCks
bush sucKs
bush suckS
bush sucks
Bush sucks
bUsh sucks
buSh sucks
busH sucks
bush Sucks
bush sUcks
bush suCks
bush sucKs
bush suckS ->"," severe"
"faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot f ->"," severe"
"'''FUCK YOU Ckatz you are german Cock sucker and FUCKER MOTHER FUCKER ->"," identity"
"POO  

IT'S FEWEST YOU IDIOT ->"," toxic"
""":I'll just beat its ass again.  I'm at a high enough level.  - THE VOICES 

"" ->"," obscene"
"Go Ahead make my day!!!
Go ahead and block me!!! Adam Carr did the same to me. You and Longhair can dispute as much as you guys like. You and all your politically motivated commies, fascists, lefties, righties (or as I like to call them - pricks!!!) can all go to hell. C'mon BLOCK ME!!!!! You guys are the most biased Wikiepdians in the world. If Ned Kelly was here - he would say - such an e-life. ->"," insult"
"(If you reply, do so here, I'll check back.) ->"," none"
"J DELANOY IS A MOTHERFUCKER 

YOU SURE GOT A LOT OF TIME TO REVERT VANDALISM! I WILL ALWAYS BE AROUND TO ADD NEW FAKE CONTENTS YOU FUCKING MORON! HAHAHAHAHAHA ->"," severe"
"Hey 

hey faggot, are you dead yet? or are you watching your mom getting raped by filthy pigs? which one is it? I'm coming to rape your mom and shoot your entire family. You have 1 week to live, you motherfucker. ->"," threat"
"wish that the useless fat slobs would just die

nicholas brybon ->"," threat"
"Hey 

I strongly think you should go fuck yourself (142.163.116.73  ) ->"," insult"
"only faggots block people. ->"," identity"
